C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_01_964.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_01_964.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_01_964.jpg, 0, 0, 0, 7.809827E-05
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_02_063.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_02_063.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_02_063.jpg, 0, 0, 0, 7.762219E-05
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_02_187.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_02_187.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_02_187.jpg, 0, 0, 0, 7.832603E-05
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_02_307.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_02_307.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_02_307.jpg, 0, 0, 0, 8.017896E-05
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_02_429.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_02_429.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_02_429.jpg, 0, 0, 0, 7.907553E-05
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_02_550.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_02_550.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_02_550.jpg, 0, 0, 0, 7.829688E-05
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_02_669.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_02_669.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_02_669.jpg, 0, 0, 0, 8.174352E-05
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_02_789.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_02_789.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_02_789.jpg, 0, 0, 0, 7.896056E-05
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_02_906.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_02_906.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_02_906.jpg, 0, 0, 0, 7.92821E-05
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_03_027.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_03_027.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_03_027.jpg, 0, 0, 0, 8.190344E-05
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_03_147.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_03_147.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_03_147.jpg, 0, 0, 0, 8.110826E-05
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_03_250.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_03_250.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_03_250.jpg, 0, 0.3039663, 0, 0.2609149
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_03_364.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_03_364.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_03_364.jpg, 0, 0.6473601, 0, 0.8577558
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_03_479.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_03_479.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_03_479.jpg, -0.1207686, 0.9929862, 0, 2.209539
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_03_592.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_03_592.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_03_592.jpg, -0.4672167, 1, 0, 3.594302
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_03_697.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_03_697.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_03_697.jpg, -0.631332, 1, 0, 4.716846
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_03_805.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_03_805.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_03_805.jpg, -0.3087888, 1, 0, 6.114244
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_03_934.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_03_934.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_03_934.jpg, 0, 1, 0, 7.479739
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_04_058.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_04_058.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_04_058.jpg, 0, 1, 0, 8.835845
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_04_181.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_04_181.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_04_181.jpg, 0, 1, 0, 10.17703
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_04_283.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_04_283.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_04_283.jpg, 0, 1, 0, 11.6012
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_04_390.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_04_390.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_04_390.jpg, -0.06972539, 1, 0, 12.57543
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_04_512.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_04_512.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_04_512.jpg, -0.4343457, 1, 0, 13.74312
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_04_612.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_04_612.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_04_612.jpg, -0.132621, 1, 0, 14.94532
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_04_713.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_04_713.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_04_713.jpg, 0, 1, 0, 15.88261
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_04_813.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_04_813.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_04_813.jpg, 0, 1, 0, 16.99367
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_04_937.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_04_937.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_04_937.jpg, -0.3697759, 1, 0, 18.17105
C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\center_2022_08_11_12_25_05_058.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\left_2022_08_11_12_25_05_058.jpg, C:\Users\nitro\Desktop\simulator-windows-64\Data\IMG\right_2022_08_11_12_25_05_058.jpg, -0.7318725, 1, 0, 19.16048
